3.033474,-0.698189
2.395732,-0.587531
0.930398,-0.259268
-1.111284,-0.634770
0.639856,-1.828334
1.258565,-3.520749
-1.181072,-2.667726
0.356071,1.994917
1.878143,4.294585
0.959110,-0.765497
-0.388704,-0.897611
1.017006,-1.842018
-1.803059,-0.410467
-2.528257,-1.141745
0.107039,-0.525346
3.078421,-0.358673
0.685242,3.819070
-2.951402,-0.945543
-0.390036,-0.027330
0.956296,3.254962
0.901189,0.885675
-1.220646,1.789538
-1.059895,-3.781730
0.353693,-2.875545
-3.099795,1.076900
0.461120,-3.076473
0.053493,-2.958213
-0.375295,1.904324
-0.637070,1.962212
0.102805,2.792676
-0.257742,-2.959397
0.464548,0.152035
2.146574,-0.027607
-1.647018,-0.725333
0.259800,0.858517
-0.412699,3.768005
0.286356,-2.075551
2.426476,0.144031
-3.110321,0.235874
-0.743598,-1.658642
0.783351,-0.598033
0.370072,-0.093231
-0.747768,1.202995
-0.182519,-0.793440
-0.861422,-0.642601
-2.684257,-0.147612
-2.134588,1.712851
2.729070,-0.535503
-2.027354,-1.954127
-2.086579,0.406660
-0.855021,-2.095584
-0.988799,2.553118
1.252304,-1.250651
-0.928608,3.139951
0.958375,-1.441854
-1.052360,-3.904859
-0.386437,3.064204
-1.476357,-1.571925
2.307387,0.273485
1.396266,-1.378617
-1.842761,-2.249091
-3.948444,0.301553
1.847300,-0.313182
-0.457536,3.388182
-2.034802,-1.793653
-0.263544,-3.487360
-0.482830,-1.535908
2.565726,0.488614
-2.718275,0.998071
1.104463,-2.411859
-2.129359,-1.873206
-0.888966,-0.387772
3.435553,0.336043
-2.684228,0.953806
0.197314,3.513296
1.486363,3.531553
-0.390541,-0.733869
1.444608,0.068804
1.653561,-0.038993
-1.141407,-1.743813
-2.664154,0.149352
2.704429,-0.181453
-1.136409,0.290789
-3.113213,-0.621478
-2.470494,0.397011
3.075187,0.161893
-1.211871,2.376326
-2.636674,-0.984310
-1.834423,-0.232773
-1.862590,-3.811898
1.455928,-0.798877
-0.205874,-0.083020
2.536292,0.297820
0.572540,3.068818
-0.555595,-0.289992
-0.901763,-0.798578
